"SIDNUM","SUBCLASSORSUPERORDER","ORDER","SUBORDERORSUPERFAMILY","FAMILY","SUBFAMILY","GENUS","SPECIES","MIN_AGE","MAX_AGE","now_accepted_name","now_accepted_rank","now_continent"
80349,"Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Mephitis","rexroadensis",2.63,4.91,"Mephitis_rexroadensis","species","Americas"
80543,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Chasmaporthetes","ossifragus",0.9,4.91,"Chasmaporthetes_ossifragus","species","Americas"
82116,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","foxi",2.63,4.91,"Martes_foxi","species","Americas"
80279,"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Bassariscus","casei",0.9,4.91,"Bassariscus_casei","species","Americas"
80293,"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Procyon","rexroadensis",1.8,4.91,"Procyon_rexroadensis","species","Americas"
80345,"Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Spilogale","rexroadi",1.8,4.91,"Spilogale_rexroadi","species","Americas"
80366,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrini","Satherium","ingens",1.8,4.91,"Satherium_ingens","species","Americas"
80398,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","meltoni",2.63,4.91,"Mustela_meltoni","species","Americas"
80347,"Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Spilogale","putorius",0.39,2.63,"Spilogale_putorius","species","Americas"
80397,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","frenata",1.8,2.63,"Mustela_frenata","species","Americas"
80269,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Borophagus","dudleyi",4.91,5.91,"Borophagus_dudleyi","species","Americas"
80282,"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Edaphocyon","pointblankensis",14.78,15.97,"Edaphocyon_pointblankensis","species","Americas"
80250,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Aelurodon","francisi",12.57,14.78,"Aelurodon_francisi","species","Americas"
82092,"Eutheria","Carnivora","Musteloidea","Procyonidae","indet.","Acheronictis","webbi",19.09,28,"Acheronictis_webbi","species","Americas"
82135,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Daphoenodon","notionastes",19.09,28,"Daphoenodon_notionastes","species","Americas"
80315,"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Megalictis","frazieri",19.09,28,"Megalictis_frazieri","species","Americas"
80438,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Temnocyoninae","Mammacyon","obtusidens",19.09,28,"Mammacyon_obtusidens","species","Americas"
82076,"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Osbornodon","wangi",22.2,28,"Osbornodon_wangi","species","Americas"
82093,"Eutheria","Carnivora","Musteloidea","incertaesedis","indet.","Arikarictis","chapini",22.2,28,"Arikarictis_chapini","species","Americas"
80221,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Phlaocyon","achoros",19.09,22.2,"Phlaocyon_achoros","species","Americas"
80224,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Cormocyon","copei",19.09,29.75,"Cormocyon_copei","species","Americas"
80247,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Euoplocyon","spissidens",15.97,18.5,"Euoplocyon_spissidens","species","Americas"
80311,"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Oligobunis","floridanus",15.97,18.5,"Oligobunis_floridanus","species","Americas"
80445,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Cynelos","caroniavorus",15.97,18.5,"Cynelos_caroniavorus","species","Americas"
80471,"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Phoberocyon","johnhenryi",15.97,18.5,"Phoberocyon_johnhenryi","species","Americas"
80329,"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Leptarctus","progressus",12.57,14.78,"Leptarctus_progressus","species","Americas"
80450,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Pliocyon","robustus",12.57,14.78,"Pliocyon_robustus","species","Americas"
80284,"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Arctonasua","floridana",9.07,10.09,"Arctonasua_floridana","species","Americas"
80291,"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Paranasua","biradica",9.07,10.09,"Paranasua_biradica","species","Americas"
82098,"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Leptarctus","webbi",9.07,10.09,"Leptarctus_webbi","species","Americas"
80264,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Borophagus","orc",6.88,7.59,"Borophagus_orc","species","Americas"
82084,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Smilodon","gracilis",0.39,4.91,"Smilodon_gracilis","species","Americas"
82124,"Eutheria","Carnivora","indet.","Ursidae","Tremarctini","Arctodus","pristinus",0.39,2.63,"Arctodus_pristinus","species","Americas"
80530,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Miracinonyx","inexpectatus",0.9,2.63,"Miracinonyx_inexpectatus","species","Americas"
82065,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Urocyon","citrinus",1.8,2.63,"Urocyon_citrinus","species","Americas"
82070,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Theriodictis","floriadanus",1.8,2.63,"Theriodictis_floriadanus","species","Americas"
35066,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Lynx","rufus",0.9,2.63,"Lynx_rufus","species","Americas"
35064,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","armbrusteri",0.39,2.63,"Canis_armbrusteri","species","Americas"
82066,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Urocyon","minicephalus",0.39,0.9,"Urocyon_minicephalus","species","Americas"
82081,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Panthera","onca",0.0117,1.1,"Panthera_onca","species","Americas"
82090,"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Procyon","lotor",0.39,6.88,"Procyon_lotor","species","Americas"
82111,"Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Conepatus","leuconotus",0.39,0.9,"Conepatus_leuconotus","species","Americas"
82112,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutra","canadensis",0.9,1.8,"Lutra_canadensis","species","Americas"
80486,"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","abstrusus",1.8,4.91,"Ursus_abstrusus","species","Americas"
82109,"Eutheria","Carnivora","Caniformia","Mustelidae","Melini","Arctomeles","sotnikovae",2.63,4.91,"Arctomeles_sotnikovae","species","Americas"
82042,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Cynarctus","galushai",14.78,15.97,"Cynarctus_galushai","species","Americas"
82047,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Protepicyon","raki",12.57,15.97,"Protepicyon_raki","species","Americas"
80472,"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Plithocyon","barstowensis",12.57,14.78,"Plithocyon_barstowensis","species","Americas"
82194,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Ischyrocyon","mohavensis",12.11,12.57,"Ischyrocyon_mohavensis","species","Americas"
80379,"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Plionictis","buwaldi",7.59,12.11,"Plionictis_buwaldi","species","Americas"
82102,"Eutheria","Carnivora","indet.","Mephitidae","indet.","Martinogale","faulli",7.59,12.11,"Martinogale_faulli","species","Americas"
80270,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Borophagus","solus",4.91,6.88,"Borophagus_solus","species","Americas"
80485,"Eutheria","Carnivora","indet.","Ursidae","Tremarctini","Tremarctos","floridanus",0.9,2.63,"Tremarctos_floridanus","species","Americas"
82064,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Urocyon","galushai",0.9,4.91,"Urocyon_galushai","species","Americas"
82085,"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Bassaricyonoides","stewartae",15.97,17.34,"Bassaricyonoides_stewartae","species","Americas"
20054,"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Ursavus","primaevus",7.6,15.97,"Ursavus_primaevus","species","Americas | Asia | Europe"
80407,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutravus","halli",6.88,9.07,"Lutravus_halli","species","Americas"
80237,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Cynarctus","marylandica",14.78,15.97,"Cynarctus_marylandica","species","Americas"
82134,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Daphoenus","demilo",37.39,39.83,"Daphoenus_demilo","species","Americas"
80171,"Eutheria","Carnivora","indet.","Viverravidae","indet.","Ictidopappus","mustelinus",62.22,62.52,"Ictidopappus_mustelinus","species","Americas"
80416,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Brachyrhynchocyon","montanus",34.7,35.24,"Brachyrhynchocyon_montanus","species","Americas"
80461,"Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Parictis","montanus",33.9,35.24,"Parictis_montanus","species","Americas"
80377,"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Plionictis","kinseyi",14.78,15.97,"Plionictis_kinseyi","species","Americas"
82100,"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Hypsoparia","bozemanensis",14.78,15.97,"Hypsoparia_bozemanensis","species","Americas"
82037,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Aelurodon","montanensis",14.78,15.97,"Aelurodon_montanensis","species","Americas"
80462,"Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Parictis","primaevus",32.1,37.39,"Parictis_primaevus","species","Americas"
80193,"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Enhydrocyon","stenocephalus",22.2,31.4,"Enhydrocyon_stenocephalus","species","Americas"
80433,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Temnocyoninae","Temnocyon","altigenis",19.09,31.4,"Temnocyon_altigenis","species","Americas"
80466,"Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Allocyon","loganensis",29.75,31.4,"Allocyon_loganensis","species","Americas"
82031,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Phlaocyon","latidens",28,31.4,"Phlaocyon_latidens","species","Americas"
80421,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Daphoenus","transversus",28,29.75,"Daphoenus_transversus","species","Americas"
80489,"Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Dinictis","cyclops",28,29.75,"Dinictis_cyclops","species","Americas"
80494,"Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Dinaelurus","crassus",28,29.75,"Dinaelurus_crassus","species","Americas"
80502,"Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Eusmilus","cerebralis",28,29.75,"Eusmilus_cerebralis","species","Americas"
82023,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Rhizocyon","oregonensis",28,29.75,"Rhizocyon_oregonensis","species","Americas"
82051,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Leptocyon","mollis",28,29.75,"Leptocyon_mollis","species","Americas"
82077,"Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Pogonodon","davisi",28,29.75,"Pogonodon_davisi","species","Americas"
80425,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Paradaphoenus","cuspigerus",22.2,28,"Paradaphoenus_cuspigerus","species","Americas"
80310,"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Oligobunis","crassivultus",19.09,22.2,"Oligobunis_crassivultus","species","Americas"
80422,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Daphoenus","socialis",19.09,22.2,"Daphoenus_socialis","species","Americas"
80378,"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Plionictis","gazini",14.78,15.97,"Plionictis_gazini","species","Americas"
80384,"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Sthenictis","junturensis",9.07,10.09,"Sthenictis_junturensis","species","Americas"
80372,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","oregonensis",5.91,6.88,"Martes_oregonensis","species","Americas"
80395,"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Ferinestrix","vorax",2.63,4.91,"Ferinestrix_vorax","species","Americas"
80405,"Eutheria","Carnivora","Caniformia","Mustelidae","Galictini","Sminthosinis","bowleri",2.63,4.91,"Sminthosinis_bowleri","species","Americas"
80538,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Homotherium","idahoensis",1.8,2.63,"Homotherium_idahoensis","species","Americas"
80515,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Pseudailurus","hibbardi",4.91,7.59,"Pseudailurus_hibbardi","species","Americas"
80526,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Lynx","proterolyncis",4.91,7.59,"Lynx_proterolyncis","species","Americas"
82073,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","thooides",1.8,2.63,"Canis_thooides","species","Americas"
80097,"Eutheria","Carnivora","indet.","Viverravidae","indet.","Didymictis","vancleavae",49.27,51.91,"Didymictis_vancleavae","species","Americas"
82198,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Borocyon","neomexicanus",18.5,19.09,"Borocyon_neomexicanus","species","Americas"
80339,"Eutheria","Carnivora","indet.","Mephitidae","indet.","Martinogale","nambiana",12.57,14.78,"Martinogale_nambiana","species","Americas"
82104,"Eutheria","Carnivora","Caniformia","Mustelidae","Taxidiini","Chamitataxus","avitatus",6.88,7.59,"Chamitataxus_avitatus","species","Americas"
82067,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Cerdocyon","texanus",4.91,5.91,"Cerdocyon_texanus","species","Americas"
80126,"Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","australis",37.39,39.83,"Miacis_australis","species","Americas"
80127,"Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","cognitus",35.92,37.39,"Miacis_cognitus","species","Americas"
80173,"Eutheria","Carnivora","indet.","Miacidae","indet.","Prohesperocyon","wilsoni",35.24,35.92,"Prohesperocyon_wilsoni","species","Americas"
82101,"Eutheria","Carnivora","indet.","Mephitidae","indet.","Buisnictis","chisoensis",7.59,9.07,"Buisnictis_chisoensis","species","Americas"
80355,"Eutheria","Carnivora","Caniformia","Mustelidae","Taxidiini","Taxidea","mexicana",4.91,5.91,"Taxidea_mexicana","species","Americas"
80288,"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Arctonasua","fricki",5.91,6.88,"Arctonasua_fricki","species","Americas"
80295,"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Nasua","pronarica",2.63,4.91,"Nasua_pronarica","species","Americas"
80346,"Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Spilogale","microdens",2.63,4.91,"Spilogale_microdens","species","Americas"
82059,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Vulpes","velox",2.63,4.91,"Vulpes_velox","species","Americas"
80529,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Miracinonyx","trumani",1.8,2.63,"Miracinonyx_trumani","species","Americas"
80540,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Homotherium","johnstoni",1.8,2.63,"Homotherium_johnstoni","species","Americas"
82062,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Metalopex","bakeri",6.88,7.59,"Metalopex_bakeri","species","Americas"
82097,"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Leptarctus","supremus",6.88,7.59,"Leptarctus_supremus","species","Americas"
85741,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Moralesictis","intrepidus",6.88,7.59,"Moralesictis_intrepidus","species","Americas"
80394,"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Canimartes","cumminsi",1.8,2.63,"Canimartes_cumminsi","species","Americas"
80532,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Dinofelis","palaeoonca",1.8,2.63,"Dinofelis_palaeoonca","species","Americas"
80467,"Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Kolponomos","clallamensis",18.5,22.2,"Kolponomos_clallamensis","species","Americas"
80468,"Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Kolponomos","newportensis",17.34,22.2,"Kolponomos_newportensis","species","Americas"
84368,"Eutheria","Carnivora","Pinnipedia","Enaliarctidae","indet.","Pinnarctidion","rayi",17.34,22.2,"Pinnarctidion_rayi","species","Americas"
20001,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Pseudocyon","sansaniensis",11.2,19.5,"Pseudocyon_sansaniensis","species","Europe"
20007,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Pseudaelurus","quadridentatus",9.647,17.2,"Pseudaelurus_quadridentatus","species","Europe | Asia"
20008,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Styriofelis","lorteti",8.3,17.2,"Styriofelis_lorteti","species","Europe | Asia"
20010,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Pseudocyon","steinheimensis",11.2,19.5,"Pseudocyon_steinheimensis","species","Europe"
20011,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Amphicyonopsis","serus",11.2,12.85,"Amphicyonopsis_serus","species","Europe"
20012,"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","goeriachensis",11.056,16.4,"Hemicyon_goeriachensis","species","Europe"
20014,"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Albanosmilus","jourdani",9.721,15.4666666666667,"Albanosmilus_jourdani","species","Europe"
20021,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Melidellavus","leptorhynchus",11.2,14.2,"Melidellavus_leptorhynchus","species","Europe"
20023,"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Semigenetta","sansaniensis",11.056,17.2,"Semigenetta_sansaniensis","species","Europe"
20026,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Paralutra","jaegeri",9.9,17.2,"Paralutra_jaegeri","species","Europe"
20027,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Ischyrictis","mustelinus",11.2,17.2,"Ischyrictis_mustelinus","species","Europe"
20030,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Trochotherium","cyamoides",11.2,12.85,"Trochotherium_cyamoides","species","Europe"
20031,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Trocharion","albanense",9.721,17.2,"Trocharion_albanense","species","Europe"
20055,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","filholi",2.58,17.2,"Martes_filholi","species","Europe | Asia"
20073,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Pseudaelurus","romieviensis",11.2,17.2,"Pseudaelurus_romieviensis","species","Europe"
24497,"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Ursavus","intermedius",11.2,16.543,"Ursavus_intermedius","species","Europe"
20000,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","major",9.9,19.5,"Amphicyon_major","species","Europe | Asia"
20002,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Pseudarctos","bavaricus",9.9,17.2,"Pseudarctos_bavaricus","species","Europe"
20003,"Eutheria","Carnivora","Caniformia","Ailuridae","indet.","Alopecocyon","leptorhynchus",11.2,16.4,"Alopecocyon_leptorhynchus","species","Europe"
20005,"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Plithocyon","armagnacensis",11.056,16.4,"Plithocyon_armagnacensis","species","Europe"
20009,"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Sansanosmilus","palmidens",11.2,16.4,"Sansanosmilus_palmidens","species","Europe | Asia"
20016,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Ischyrictis","zibethoides",11.2,17.2,"Ischyrictis_zibethoides","species","Europe"
20017,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","sansaniensis",7.6,16.4,"Martes_sansaniensis","species","Europe | Asia"
20018,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Proputorius","sansaniensis",11.457333333333,17.2,"Proputorius_sansaniensis","species","Europe"
20020,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Taxodon","sansaniensis",9.9,16.4,"Taxodon_sansaniensis","species","Europe"
20024,"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Viverrictis","modica",11.2,17.2,"Viverrictis_modica","species","Europe"
20025,"Eutheria","Carnivora","indet.","Herpestidae","indet.","Leptoplesictis","aurelianensis",11.2,18.35,"Leptoplesictis_aurelianensis","species","Europe"
20046,"Eutheria","Carnivora","Musteloidea","Procyonidae","indet.","Schlossericyon","viverroides",11.2,17.2,"Schlossericyon_viverroides","species","Europe"
27692,"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","sansaniensis",11.2,14.2,"Hemicyon_sansaniensis","species","Europe"
31186,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Lartetictis","dubia",9.9,16.4,"Lartetictis_dubia","species","Europe"
20004,"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","sansaniensis",9.9,16.4,"Hemicyon_sansaniensis","species","Asia | Europe"
20039,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","intermedium",9.311,15.2,"Protictitherium_intermedium","species","Asia | Europe"
20041,"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","miocenica",11.2,16.4,"Percrocuta_miocenica","species","Asia | Europe"
20060,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","gaillardi",8.9,17.2,"Protictitherium_gaillardi","species","Asia | Europe"
20182,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Ischyrictis","anatolicus",12.85,16.4,"Ischyrictis_anatolicus","species","Asia | Europe"
20511,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Anatolictis","laevicaninus",11.2,14.2,"Anatolictis_laevicaninus","species","Asia"
86116,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Lartetictis","pasalarensis",12.85,14.2,"Lartetictis_pasalarensis","species","Asia"
20043,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Agnotherium","grivense",11.2,16.4,"Agnotherium_grivense","species","Europe"
20044,"Eutheria","Carnivora","indet.","Ursidae","indet.","Dinocyon","thenardi",7.6,16.4,"Dinocyon_thenardi","species","Europe"
20047,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Ischyrictis","helbingi",11.2,12.85,"Ischyrictis_helbingi","species","Europe"
20048,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Gaillardina","transitoria",11.2,12.85,"Gaillardina_transitoria","species","Europe"
20049,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","delphinensis",11.2,17.2,"Martes_delphinensis","species","Europe"
20050,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","munki",11.2,17.2,"Martes_munki","species","Europe"
20051,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Grivamephitis","pusilla",11.2,17.2,"Grivamephitis_pusilla","species","Europe"
20053,"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Jourdanictis","grivensis",11.2,12.85,"Jourdanictis_grivensis","species","Europe"
20056,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Thalassictis","certa",11.2,12.85,"Thalassictis_certa","species","Europe"
20057,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","crassum",5.3,17.2,"Protictitherium_crassum","species","Europe | Asia"
20058,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Plioviverrops","gaudryi",11.2,12.85,"Plioviverrops_gaudryi","species","Europe"
20059,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Styriofelis","turnauensis",8.9,21.7,"Styriofelis_turnauensis","species","Europe | Asia"
24486,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Proputorius","pusillus",11.2,16.4,"Proputorius_pusillus","species","Europe"
24487,"Eutheria","Carnivora","indet.","Herpestidae","indet.","Leptoplesictis","filholi",11.2,30.83,"Leptoplesictis_filholi","species","Europe"
25764,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Rhodanictis","depereti",11.2,16.4,"Rhodanictis_depereti","species","Europe | Asia"
25787,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Sivanasua","moravica",11.2,17.2,"Sivanasua_moravica","species","Europe"
20061,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","giganteus",12.85,23.03,"Amphicyon_giganteus","species","Europe | Asia | Africa"
20064,"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Hoplictis","noueli",14.2,17.2,"Hoplictis_noueli","species","Europe"
20067,"Eutheria","Carnivora","Pinnipedia","Semantoridae","indet.","Potamotherium","miocenicum",12.85,17.2,"Potamotherium_miocenicum","species","Europe"
20068,"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Prosansanosmilus","peregrinus",14.2,17.2,"Prosansanosmilus_peregrinus","species","Europe"
20091,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Cynelos","helbingi",11.63,19.5,"Cynelos_helbingi","species","Europe | Asia"
24483,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Ysengrinia","depereti",14.2,19.5,"Ysengrinia_depereti","species","Europe"
24484,"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","stehlini",11.2,19.5,"Hemicyon_stehlini","species","Europe | Asia"
24504,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Trochictis","artenensis",14.2,19.5,"Trochictis_artenensis","species","Europe"
24507,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Trochictis","carbonaria",14.2,17.2,"Trochictis_carbonaria","species","Europe"
20070,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Cynelos","schlosseri",16.4,21.7,"Cynelos_schlosseri","species","Europe"
20072,"Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","hyaenoides",14.2,19.5,"Palaeogale_hyaenoides","species","Europe"
20074,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","sainjoni",16.4,17.2,"Martes_sainjoni","species","Europe"
20075,"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Semigenetta","elegans",16.4,19.5,"Semigenetta_elegans","species","Europe | Asia"
20189,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","burdigaliensis",8.9,17.2,"Martes_burdigaliensis","species","Europe | Asia"
30999,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Ictiocyon","socialis",16.4,21.483,"Ictiocyon_socialis","species","Europe | Asia"
20079,"Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","minuta",16.4,21.7,"Palaeogale_minuta","species","Europe"
20533,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Ischyrictis","bezianensis",14.2,17.2,"Ischyrictis_bezianensis","species","Europe"
24513,"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Semigenetta","cadeoti",16.4,17.2,"Semigenetta_cadeoti","species","Europe"
20080,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Thaumastocyon","bourgeoisi",14.2,16.4,"Thaumastocyon_bourgeoisi","species","Europe"
